_id,name,symbol,contractAddress,chain,logo,decimal,financialData,live,createdAt,updatedAt,__v
{'$oid': '623fc50617f99988906aa411'},SBank,STS,0x4c14114c107d6374ec31981f5f6cc27a13e22f9a,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/5039.png,18,"{'price': 0.004543092382991, 'volume24h': 0, 'volumeChange24h': 0, 'percentChange1h': 0.10811642, 'percentChange24h': -1.091541, 'percentChange7d': -0.89597655, 'percentChange30d': 5.76603025, 'percentChange60d': -48.13877722, 'percentChange90d': -68.86408486, 'marketCap': 66556.30340629067, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 227154.62, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:34.242Z'},{'$date': '2022-03-27T01:59:34.242Z'},0
{'$oid': '623fc50c17f99988906aa415'},Portion,PRT,0x6D0F5149c502faf215C89ab306ec3E50b15e2892,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/7348.png,18,"{'price': 0.00980580598388, 'volume24h': 10583.4369662, 'volumeChange24h': -84.0354, 'percentChange1h': 0.09564307, 'percentChange24h': -1.76284082, 'percentChange7d': -1.44873268, 'percentChange30d': 42.78465995, 'percentChange60d': 11.94014558, 'percentChange90d': -15.22081173, 'marketCap': 4552874.16687665, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 14708708.98, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:40.153Z'},{'$date': '2022-03-27T01:59:40.153Z'},0
{'$oid': '623fc51017f99988906aa419'},MeebitsDAO Pool,MBBT,0x4eE4f96838454E67Fce92B2c53b0f1a97D047179,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/15276.png,18,"{'price': 9.094205775372018, 'volume24h': 90.88658855, 'volumeChange24h': 0, 'percentChange1h': 0.09772016, 'percentChange24h': 1.13307819, 'percentChange7d': 12.74368811, 'percentChange30d': 83.28627332, 'percentChange60d': 34.33629865, 'percentChange90d': -42.55495051, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 909420.58, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:44.792Z'},{'$date': '2022-03-27T01:59:44.792Z'},0
{'$oid': '623fc51217f99988906aa41c'},Dog Collar,COLLAR,0x9783b81438c24848f85848f8df31845097341771,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/12516.png,18,"{'price': 1.2517666425545871e-08, 'volume24h': 13569.49448084, 'volumeChange24h': 134.6385, 'percentChange1h': 0.20156639, 'percentChange24h': 8.59531442, 'percentChange7d': 8.88722518, 'percentChange30d': -8.4558047, 'percentChange60d': -41.16424888, 'percentChange90d': -54.07000622, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 6258833.21, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:46.493Z'},{'$date': '2022-03-27T01:59:46.493Z'},0
{'$oid': '623fc51417f99988906aa41f'},Civilization,CIV,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/11345.png,18,"{'price': 0.09524610474731701, 'volume24h': 1008678.3240638, 'volumeChange24h': 20.0536, 'percentChange1h': 0.13227399, 'percentChange24h': 8.35767861, 'percentChange7d': 1.52453126, 'percentChange30d': -0.87229109, 'percentChange60d': -23.24350087, 'percentChange90d': -8.78218763, 'marketCap': 28573831.42419532, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 28562681.92, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:48.241Z'},{'$date': '2022-03-27T01:59:48.241Z'},0
{'$oid': '623fc51817f99988906aa423'},Quidd,QUIDD,0xDA9FDAb21bC4A5811134A6E0Ba6CA06624e67c07,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/12070.png,18,"{'price': 0.39811230532727904, 'volume24h': 91869.80668899, 'volumeChange24h': -96.8152, 'percentChange1h': 0.17254955, 'percentChange24h': 2.24530916, 'percentChange7d': 11.89918595, 'percentChange30d': -9.67954802, 'percentChange60d': -32.30332839, 'percentChange90d': -79.70578115, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 398112305.33, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:52.123Z'},{'$date': '2022-03-27T01:59:52.123Z'},0
{'$oid': '623fc51a17f99988906aa426'},BlackPool,BPT,0x0eC9F76202a7061eB9b3a7D6B59D36215A7e37da,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/10402.png,18,"{'price': 2.8124387563400033, 'volume24h': 18442.24548696, 'volumeChange24h': -64.6983, 'percentChange1h': 1.39885904, 'percentChange24h': -1.28797891, 'percentChange7d': -5.48447994, 'percentChange30d': -0.31124986, 'percentChange60d': -30.78848836, 'percentChange90d': -58.33205808, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 281243875.63, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:54.170Z'},{'$date': '2022-03-27T01:59:54.170Z'},0
{'$oid': '623fc51e17f99988906aa429'},ARC Governance,ARCX,0x1321f1f1aa541a56c31682c57b80ecfccd9bb288,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/10515.png,18,"{'price': 0.118550323011886, 'volume24h': 1217.62941508, 'volumeChange24h': -54.3378, 'percentChange1h': 0.09770344, 'percentChange24h': 0.2385038, 'percentChange7d': 3.64622487, 'percentChange30d': -27.37910163, 'percentChange60d': -32.6554365, 'percentChange90d': -57.60115005, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 11855032.3, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T01:59:58.549Z'},{'$date': '2022-03-27T01:59:58.549Z'},0
{'$oid': '623fc52217f99988906aa42c'},Phantasma,SOUL,0x79c75e2e8720b39e258f41c37cc4f309e0b0ff80,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/2827.png,18,"{'price': 1.129460070137744, 'volume24h': 1007732.43720084, 'volumeChange24h': -17.317, 'percentChange1h': 0.18723361, 'percentChange24h': 0.14705193, 'percentChange7d': -2.25616135, 'percentChange30d': -10.91398856, 'percentChange60d': -33.69500041, 'percentChange90d': -52.85831369, 'marketCap': 117814043.165832, 'marketCapDominance': 0.0058000000000000005, 'fullyDilutedMarketCap': 117814043.17, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T02:00:02.018Z'},{'$date': '2022-03-27T02:00:02.018Z'},0
{'$oid': '623fc52617f99988906aa42f'},DivineDAO,DIVINE,0xb5e09e6bf6a5e96934b3fd99a40f7edaca1173ed,{'$oid': '623c7bc416dc4a608cd24b00'},https://s2.coinmarketcap.com/static/img/coins/64x64/12913.png,18,"{'price': 0.056754026551096, 'volume24h': 574.94280098, 'volumeChange24h': 0, 'percentChange1h': 0.09772016, 'percentChange24h': 0.84631308, 'percentChange7d': 14.58948218, 'percentChange30d': -8.64787827, 'percentChange60d': 1.39457089, 'percentChange90d': -55.51229617, 'marketCap': 0, 'marketCapDominance': 0, 'fullyDilutedMarketCap': 6265644.53, 'lastUpdated': {'$date': '2022-03-27T01:58:00Z'}}",False,{'$date': '2022-03-27T02:00:06.785Z'},{'$date': '2022-03-27T02:00:06.785Z'},0
