_id/$oid,name,symbol,contractAddress,chain/$oid,logo,decimal,financialData/price,financialData/volume24h,financialData/volumeChange24h,financialData/percentChange1h,financialData/percentChange24h,financialData/percentChange7d,financialData/percentChange30d,financialData/percentChange60d,financialData/percentChange90d,financialData/marketCap,financialData/marketCapDominance,financialData/fullyDilutedMarketCap,financialData/lastUpdated/$date,live,createdAt/$date,updatedAt/$date,__v
623fc3f317f99988906aa2ff,Zoracles,ZORA,0xD8E3FB3b08eBA982F2754988d70D57eDc0055ae6,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/7826.png,18,57.86819605485119,2008.13043025,114.3741,0.26890092,-1.85688913,-0.36227304,-18.62355739,-46.69230276,-86.35237956,316133.95504765207,0,578681.96,2022-03-27T01:53:00Z,false,2022-03-27T01:54:59.324Z,2022-03-27T01:54:59.324Z,0
623fc3f517f99988906aa302,Rari Governance Token,RGT,0xd291e7a03283640fdc51b121ac401383a46cc623,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/7486.png,18,15.282294629729947,3398948.61171596,-10.8945,0.13687255,0.29059008,-0.27593469,-17.38891705,-27.90204863,-45.97375221,185918886.48595524,0.0092,190800181.92,2022-03-27T01:53:00Z,false,2022-03-27T01:55:01.428Z,2022-03-27T01:55:01.428Z,0
623fc3f717f99988906aa305,CUDOS,CUDOS,0x817bbDbC3e8A1204f3691d14bB44992841e3dB35,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/8258.png,18,0.02688528266982294,456858.53738598,24.1098,1.96120177,19.6188797,35.66419173,17.89025841,5.2261373,-26.77239675,76444753.28847474,0,268852826.7,2022-03-27T01:53:00Z,false,2022-03-27T01:55:03.701Z,2022-03-27T01:55:03.701Z,0
623fc3fb17f99988906aa309,NAOS Finance,NAOS,0x4a615bb7166210cce20e6642a6f8fb5d4d044496,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/9504.png,18,0.16722664913701618,229075.36048741,-1.5035,3.60830768,4.43271323,10.90180083,-6.06642148,-37.57766433,-62.45507889,0,0,50167994.74,2022-03-27T01:53:00Z,false,2022-03-27T01:55:07.251Z,2022-03-27T01:55:07.251Z,0
623fc3fd17f99988906aa30c,Zerogoki,REI,0x011864d37035439e078d64630777ec518138af05,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/10844.png,18,0.06979947562960832,0,0,0.0792122,0.5034188,-5.20365878,67.97830375,-39.13935823,-34.7273327,0,0,2871734.14,2022-03-27T01:53:00Z,false,2022-03-27T01:55:09.540Z,2022-03-27T01:55:09.540Z,0
623fc40017f99988906aa30f,Mirror Protocol,MIR,0x09a3EcAFa817268f77BE1283176B946C4ff2E608,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/7857.png,18,1.6354714873970564,26915548.55991115,-5.0112,0.6784322,1.85318697,-3.45724916,53.82274274,36.7993324,-39.69776856,127145936.38342762,0.0063,606064846.44,2022-03-27T01:53:00Z,false,2022-03-27T01:55:12.321Z,2022-03-27T01:55:12.321Z,0
623fc40317f99988906aa312,Rally,RLY,0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/8075.png,18,0.207631492437933,4238836.30860461,11.2601,-0.01186082,1.47950183,5.05059644,-4.75431039,-4.13221389,-45.21398754,538211873.4463112,0.0267,3114472386.57,2022-03-27T01:54:00Z,false,2022-03-27T01:55:15.856Z,2022-03-27T01:55:15.856Z,0
623fc40617f99988906aa315,Enzyme,MLN,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/1552.png,18,58.753766821305085,5517266.12597564,4.8302,-0.55447684,1.78180787,-0.22207235,17.9755788,10.94183733,-32.43472598,122988831.38587342,0.0061,107192564.83,2022-03-27T01:54:00Z,false,2022-03-27T01:55:18.678Z,2022-03-27T01:55:18.678Z,0
623fc40a17f99988906aa318,HOPR,HOPR,0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/6520.png,18,0.16258520185779693,379664.91709799,-7.3721,-0.16032341,-0.28776036,-0.88527541,-19.67809479,-21.60577058,-30.19325008,27119836.348239698,0,162585201.86,2022-03-27T01:54:00Z,false,2022-03-27T01:55:22.001Z,2022-03-27T01:55:22.001Z,0
623fc40e17f99988906aa31c,Tornado Cash,TORN,0x77777feddddffc19ff86db637967013e6c6a116c,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/8049.png,18,45.82054670421894,9874350.03050456,-37.6537,-0.0488662,1.8431009,0.71839017,46.60310791,119.04057602,10.68617065,50393194.81582108,0,458205467.04,2022-03-27T01:54:00Z,false,2022-03-27T01:55:26.007Z,2022-03-27T01:55:26.007Z,0
623fc41517f99988906aa320,mStable Governance Token: Meta (MTA),MTA,0xa3BeD4E1c75D00fa6f4E5E6922DB7261B5E9AcD2,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/5748.png,18,0.4197754388130441,1259572.47077319,22.4646,0.60912371,-0.81690014,-0.38740435,-29.17709046,-37.5715742,-48.68536609,7277455.166551998,0,41975547.68,2022-03-27T01:54:00Z,false,2022-03-27T01:55:33.266Z,2022-03-27T01:55:33.266Z,0
623fc41917f99988906aa323,Frax,FRAX,0x853d955acef822db058eb8505911ed77f175b99e,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/6952.png,18,0.9992309877266504,24435128.2236717,-24.908,-0.0161531,0.19188005,0.20316043,-0.21501907,0.00780992,-0.06212053,2789444835.8008313,0,2789444835.8,2022-03-27T01:54:00Z,false,2022-03-27T01:55:37.035Z,2022-03-27T01:55:37.035Z,0
623fc42017f99988906aa327,Ribbon Finance,RBN,0x6123b0049f904d730db3c36a31167d9d4121fa6b,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/12387.png,18,1.3994836236409556,3325977.59182721,4.6434,-0.56745162,2.53034706,39.65188711,19.88259008,-14.9203962,-30.53580272,72811332.58127323,0,1399483623.64,2022-03-27T01:54:00Z,false,2022-03-27T01:55:44.561Z,2022-03-27T01:55:44.561Z,0
623fc42217f99988906aa32a,DeepCloud AI,DEEP,0x6cbedec4f1ac9d874987d2769596544e0d9161ab,623c7bc416dc4a608cd24b00,https://s2.coinmarketcap.com/static/img/coins/64x64/4251.png,18,0.0007062746207752702,687.13884517,211.1845,0.70734161,0.56904634,-16.16255369,-44.72282978,-63.8984463,-70.3066545,0,0,141254.92,2022-03-27T01:54:00Z,false,2022-03-27T01:55:46.799Z,2022-03-27T01:55:46.799Z,0
